,0,1
0,0.8407242298126221,0.15927575528621674
1,0.5147269368171692,0.4852730631828308
2,0.717954158782959,0.28204581141471863
3,0.6083968877792358,0.3916030824184418
4,0.6611469984054565,0.33885303139686584
5,0.8443551063537598,0.15564486384391785
6,0.7173676490783691,0.28263238072395325
7,0.827650785446167,0.17234919965267181
8,0.04103344678878784,0.9589665532112122
9,0.985044002532959,0.014955976977944374
10,0.9822004437446594,0.01779954507946968
11,0.9248530268669128,0.07514695078134537
12,0.01989501714706421,0.9801049828529358
13,0.9169933199882507,0.08300668746232986
14,0.016733646392822266,0.9832663536071777
15,0.05264657735824585,0.9473534226417542
16,0.9079297780990601,0.09207023680210114
17,0.9113984704017639,0.0886015072464943
18,0.6111748218536377,0.3888251483440399
19,0.41107499599456787,0.5889250040054321
20,0.5616507530212402,0.43834924697875977
21,0.9067152738571167,0.0932847112417221
22,0.010294973850250244,0.9897050261497498
23,0.7228570580482483,0.2771429419517517
24,0.007792413234710693,0.9922075867652893
25,0.9609755873680115,0.03902443125844002
26,0.005196750164031982,0.994803249835968
27,0.905845046043396,0.09415498375892639
28,0.6191248893737793,0.3808751106262207
29,0.8030396103858948,0.19696040451526642
30,0.9517396092414856,0.048260364681482315
31,0.9688175320625305,0.031182486563920975
32,0.30435270071029663,0.6956472992897034
33,0.08416533470153809,0.9158346652984619
34,0.16121429204940796,0.838785707950592
35,0.9195084571838379,0.08049154281616211
36,0.8781228065490723,0.12187718600034714
37,0.8507952690124512,0.14920473098754883
38,0.848132312297821,0.15186767280101776
39,0.6641801595687866,0.335819810628891
40,0.8382720947265625,0.1617279052734375
41,0.6107898950576782,0.3892100751399994
42,0.7838083505630493,0.2161916345357895
43,0.09348225593566895,0.906517744064331
44,0.025322020053863525,0.9746779799461365
45,0.8500564098358154,0.14994359016418457
46,0.7912560105323792,0.20874400436878204
47,0.8813234567642212,0.11867652088403702
48,0.010317206382751465,0.9896827936172485
49,0.41811221837997437,0.5818877816200256
50,0.4899013638496399,0.5100986361503601
51,0.7925581336021423,0.20744185149669647
52,0.05036276578903198,0.949637234210968
53,0.008892238140106201,0.9911077618598938
54,0.7137407660484314,0.2862592339515686
55,0.971280038356781,0.028719976544380188
56,0.9695253372192383,0.030474646016955376
57,0.8784596920013428,0.12154027819633484
58,0.8566629886627197,0.14333704113960266
59,0.004846811294555664,0.9951531887054443
60,0.9836527705192566,0.016347242519259453
61,0.6624358892440796,0.337564080953598
62,0.9319232702255249,0.06807669997215271
63,0.3653007745742798,0.6346992254257202
64,0.7197240591049194,0.28027597069740295
65,0.041611671447753906,0.9583883285522461
66,0.3086344003677368,0.6913655996322632
67,0.9105619788169861,0.08943799883127213
68,0.4852858781814575,0.5147141218185425
69,0.0082358717918396,0.9917641282081604
70,0.7203116416931152,0.27968838810920715
71,0.9905601143836975,0.009439882822334766
72,0.5933488607406616,0.4066511392593384
73,0.5792269110679626,0.42077308893203735
74,0.004846811294555664,0.9951531887054443
75,0.27161282300949097,0.728387176990509
76,0.9747529625892639,0.02524704858660698
77,0.04139024019241333,0.9586097598075867
78,0.8522741794586182,0.14772582054138184
79,0.7203116416931152,0.27968838810920715
80,0.1779552698135376,0.8220447301864624
81,0.5258399248123169,0.4741600453853607
82,0.9504916667938232,0.04950830340385437
83,0.9822004437446594,0.01779954507946968
84,0.5394787788391113,0.4605211913585663
85,0.7165682315826416,0.283431738615036
86,0.5468969345092773,0.45310303568840027
87,0.4553753733634949,0.5446246266365051
88,0.10015732049942017,0.8998426795005798
89,0.04094880819320679,0.9590511918067932
90,0.9364485740661621,0.0635514110326767
91,0.9219285845756531,0.07807142287492752
92,0.009813666343688965,0.990186333656311
93,0.9747529625892639,0.02524704858660698
94,0.535940408706665,0.4640595614910126
95,0.6524932384490967,0.3475067913532257
96,0.01272130012512207,0.9872786998748779
97,0.5252159833908081,0.4747840464115143
98,0.6580989956855774,0.3419010043144226
99,0.907350480556488,0.09264950454235077
100,0.022195756435394287,0.9778042435646057
101,0.7988520264625549,0.20114798843860626
102,0.8813234567642212,0.11867652088403702
103,0.7054160237312317,0.2945839762687683
104,0.39290785789489746,0.6070921421051025
105,0.889197826385498,0.11080214381217957
106,0.9537486433982849,0.046251360327005386
107,0.8813234567642212,0.11867652088403702
108,0.9730900526046753,0.02690993808209896
109,0.7450703382492065,0.25492966175079346
110,0.9008028507232666,0.09919716417789459
111,0.10015732049942017,0.8998426795005798
112,0.007320404052734375,0.9926795959472656
113,0.13643229007720947,0.8635677099227905
114,0.007719635963439941,0.9922803640365601
115,0.9491269588470459,0.05087301507592201
116,0.9665640592575073,0.033435918390750885
117,0.1512235403060913,0.8487764596939087
118,0.23737210035324097,0.762627899646759
119,0.14210379123687744,0.8578962087631226
120,0.2184656858444214,0.7815343141555786
121,0.8749731779098511,0.12502682209014893
122,0.006023287773132324,0.9939767122268677
123,0.9536249041557312,0.0463750846683979
124,0.8813234567642212,0.11867652088403702
125,0.3867272138595581,0.6132727861404419
126,0.8327711820602417,0.1672288328409195
127,0.09661698341369629,0.9033830165863037
128,0.7612698078155518,0.23873017728328705
129,0.9665742516517639,0.033425770699977875
130,0.8553559184074402,0.14464408159255981
131,0.9762992858886719,0.023700717836618423
132,0.6678999662399292,0.3321000039577484
133,0.9645917415618896,0.03540828824043274
134,0.9369162917137146,0.06308368593454361
135,0.90376877784729,0.09623119235038757
136,0.8130239248275757,0.18697607517242432
137,0.8764333128929138,0.12356667965650558
